lastmajorreleaseaccession	name	taxon_id	species	speciesname	assemblyname	genbank_id	refseq_cat	refseq_id	assembly_status	release_date	assembly_type	contig_n50	scaffold_n50	annotation	stats	gff	ftps	number_of_genes	total_length	gc_content	nb_assemblies	chr_avail	proportion_masked	Complete	Single	Duplicated	Framgented	Missing
GCA_043656425.1	24643611	8558	Varanus albigularis (White-throated monitor)	Varanus albigularis	ASM4365642v1	GCA_043656425.1	reference genome		Scaffold	2024/10/23 00:00	haploid	9422	14924	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/043/656/425/GCA_043656425.1_ASM4365642v1/GCA_043656425.1_ASM4365642v1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/043/656/425/GCA_043656425.1_ASM4365642v1		1660173986	44.5	1	No	24.95	58.2	57.5	0.7	22.5	19.3
GCA_043656535.1	24643681	355654	Trachylepis striata (African striped mabuya)	Trachylepis striata	ASM4365653v1	GCA_043656535.1	reference genome		Scaffold	2024/10/23 00:00	haploid	12469	22087	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/043/656/535/GCA_043656535.1_ASM4365653v1/GCA_043656535.1_ASM4365653v1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/043/656/535/GCA_043656535.1_ASM4365653v1		1499650431	43	1	No	26.5	65.6	64.8	0.8	19.2	15.2
GCA_043656835.1	24637961	1328047	Philothamnus battersbyi (Battersby's green snake)	Philothamnus battersbyi	ASM4365683v1	GCA_043656835.1	reference genome		Scaffold	2024/10/23 00:00	haploid	3704	4078	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/043/656/835/GCA_043656835.1_ASM4365683v1/GCA_043656835.1_ASM4365683v1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/043/656/835/GCA_043656835.1_ASM4365683v1		1537575310	40.5	1	No	36.73	28.8	28.6	0.2	23.9	47.2
GCA_043656995.1	24638061	681533	Mochlus sundevallii (Peters' eyelid skink)	Mochlus sundevallii	ASM4365699v1	GCA_043656995.1	reference genome		Scaffold	2024/10/23 00:00	haploid	4635	5914	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/043/656/995/GCA_043656995.1_ASM4365699v1/GCA_043656995.1_ASM4365699v1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/043/656/995/GCA_043656995.1_ASM4365699v1		1583177162	43.5	1	No	31.69	41.2	40.800000000000004	0.4	27.5	31.3
GCA_043658275.1	24644401	8643	Naja melanoleuca (forest cobra)	Naja melanoleuca	ASM4365827v1	GCA_043658275.1	reference genome		Scaffold	2024/10/23 00:00	haploid	6368	7226	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/043/658/275/GCA_043658275.1_ASM4365827v1/GCA_043658275.1_ASM4365827v1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/043/658/275/GCA_043658275.1_ASM4365827v1		1506037899	40	1	No	35.7	41.5	41	0.5	25.4	33.1
GCA_044008395.1	24825851	290508	Thecadactylus rapicauda (lizards & snakes)	Thecadactylus rapicauda	ASM4400839v1	GCA_044008395.1	reference genome		Scaffold	2024/10/28 00:00	haploid	4577	5408	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/044/008/395/GCA_044008395.1_ASM4400839v1/GCA_044008395.1_ASM4400839v1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/044/008/395/GCA_044008395.1_ASM4400839v1		1971735319	44.5	1	No	31.71	33.1	32.800000000000004	0.3	26.3	40.6
GCA_044335405.1	25024491	373863	Chamaeleo laevigatus (lizards & snakes)	Chamaeleo laevigatus	ASM4433540v1	GCA_044335405.1	reference genome		Scaffold	2024/11/03 00:00	haploid	8372	10563	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/044/335/405/GCA_044335405.1_ASM4433540v1/GCA_044335405.1_ASM4433540v1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/044/335/405/GCA_044335405.1_ASM4433540v1		1910558459	42.5	1	No	34.53	45	44.5	0.5	26.3	28.7
GCA_044335425.1	25024891	1043007	Crotalus simus (snakes)	Crotalus simus	ASM4433542v1	GCA_044335425.1	reference genome		Scaffold	2024/11/03 00:00	haploid	6059	6988	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/044/335/425/GCA_044335425.1_ASM4433542v1/GCA_044335425.1_ASM4433542v1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/044/335/425/GCA_044335425.1_ASM4433542v1		1327970636	39.5	1	No	30.41	36.4	36.199999999999996	0.2	26.4	37.1
GCA_044335435.1	25024261	175455	Agama doriae (lizards & snakes)	Agama doriae	ASM4433543v1	GCA_044335435.1	reference genome		Scaffold	2024/11/03 00:00	haploid	10270	15068	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/044/335/435/GCA_044335435.1_ASM4433543v1/GCA_044335435.1_ASM4433543v1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/044/335/435/GCA_044335435.1_ASM4433543v1		1581448633	42.5	1	No	28.81	56.2	55.6	0.6	21.7	22.1
GCA_044335465.1	25025041	434258	Psammophis sibilans (snakes)	Psammophis sibilans	ASM4433546v1	GCA_044335465.1	reference genome		Scaffold	2024/11/03 00:00	haploid	5582	6252	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/044/335/465/GCA_044335465.1_ASM4433546v1/GCA_044335465.1_ASM4433546v1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/044/335/465/GCA_044335465.1_ASM4433546v1		1529890299	41	1	No	33.79	31.8	31.6	0.2	26	42.1
GCA_044335485.1	25025591	2202176	Coniophanes imperialis (snakes)	Coniophanes imperialis	ASM4433548v1	GCA_044335485.1	reference genome		Scaffold	2024/11/03 00:00	haploid	1940	2090	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/044/335/485/GCA_044335485.1_ASM4433548v1/GCA_044335485.1_ASM4433548v1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/044/335/485/GCA_044335485.1_ASM4433548v1		1789120263	41	1	No	40.79	24	23.6	0.4	23.7	52.2
GCA_044335585.1	25025401	427721	Imantodes gemmistratus (snakes)	Imantodes gemmistratus	ASM4433558v1	GCA_044335585.1	reference genome		Scaffold	2024/11/03 00:00	haploid	3972	4352	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/044/335/585/GCA_044335585.1_ASM4433558v1/GCA_044335585.1_ASM4433558v1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/044/335/585/GCA_044335585.1_ASM4433558v1		1603931177	40.5	1	No	35.53	29.3	28.900000000000002	0.4	26	44.7
GCA_044473165.1	25054391	864816	Trachylepis maculilabris (lizards & snakes)	Trachylepis maculilabris	ASM4447316v1	GCA_044473165.1	reference genome		Scaffold	2024/11/05 00:00	haploid	19265	11158936	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/044/473/165/GCA_044473165.1_ASM4447316v1/GCA_044473165.1_ASM4447316v1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/044/473/165/GCA_044473165.1_ASM4447316v1		1205588941	42.5	1	No	23.71	72.4	70.80000000000001	1.6	15.8	11.8
GCA_044474425.1	25055081	1159292	Drymobius margaritiferus (snakes)	Drymobius margaritiferus	ASM4447442v1	GCA_044474425.1	reference genome		Scaffold	2024/11/05 00:00	haploid	3892	4345	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/044/474/425/GCA_044474425.1_ASM4447442v1/GCA_044474425.1_ASM4447442v1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/044/474/425/GCA_044474425.1_ASM4447442v1		1639623190	40.5	1	No	39.25	30.5	30.3	0.2	26	43.6
GCA_044628595.1	25127751	62046	Varanus niloticus (Nile monitor)	Varanus niloticus	ASM4462859v1	GCA_044628595.1	reference genome		Scaffold	2024/11/06 00:00	haploid	10223	15994	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/044/628/595/GCA_044628595.1_ASM4462859v1/GCA_044628595.1_ASM4462859v1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/044/628/595/GCA_044628595.1_ASM4462859v1		1828609873	44.5	1	No	23.24	64.4	63.60000000000001	0.8	19.6	16
GCA_044758705.1	25222811	51844	Anilius scytale (false coral snake)	Anilius scytale	ASM4475870v1	GCA_044758705.1	reference genome		Scaffold	2024/11/10 00:00	haploid	9223	11133	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/044/758/705/GCA_044758705.1_ASM4475870v1/GCA_044758705.1_ASM4475870v1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/044/758/705/GCA_044758705.1_ASM4475870v1		1682758474	40.5	1	No	28.67	47.8	47.4	0.4	25.1	27.1
GCA_044758725.1	25222861	91909	Chamaeleo gracilis (lizards & snakes)	Chamaeleo gracilis	ASM4475872v1	GCA_044758725.1	reference genome		Scaffold	2024/11/10 00:00	haploid	6897	8507	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/044/758/725/GCA_044758725.1_ASM4475872v1/GCA_044758725.1_ASM4475872v1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/044/758/725/GCA_044758725.1_ASM4475872v1		1876020895	43	1	No	35.38	40.4	39.9	0.5	27.3	32.3
GCA_044758745.1	25222851	186588	Natriciteres olivacea (snakes)	Natriciteres olivacea	ASM4475874v1	GCA_044758745.1	reference genome		Scaffold	2024/11/10 00:00	haploid	2720	3012	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/044/758/745/GCA_044758745.1_ASM4475874v1/GCA_044758745.1_ASM4475874v1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/044/758/745/GCA_044758745.1_ASM4475874v1		1676993831	41.5	1	No	37.65	28.4	28.2	0.2	26.1	45.5
GCA_044758865.1	25222901	933631	Sphaerodactylus glaucus (lizards & snakes)	Sphaerodactylus glaucus	ASM4475886v1	GCA_044758865.1	reference genome		Scaffold	2024/11/10 00:00	haploid	5245	5986	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/044/758/865/GCA_044758865.1_ASM4475886v1/GCA_044758865.1_ASM4475886v1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/044/758/865/GCA_044758865.1_ASM4475886v1		1869327878	44	1	No	27.74	31.2	30.7	0.5	29.7	39.1
GCA_044758885.1	25222921	174777	Bachia flavescens (lizards & snakes)	Bachia flavescens	ASM4475888v1	GCA_044758885.1	reference genome		Scaffold	2024/11/10 00:00	haploid	3053	3373	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/044/758/885/GCA_044758885.1_ASM4475888v1/GCA_044758885.1_ASM4475888v1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/044/758/885/GCA_044758885.1_ASM4475888v1		2174424381	44.5	1	No	39.62	23	22.7	0.3	24.4	52.5
GCA_045269775.1	25487051	143539	Correlophus ciliatus (crested gecko)	Correlophus ciliatus	SHOU_CoCili_1.2	GCA_045269775.1	na		Chromosome	2024/11/25 00:00	haploid	74966670		not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/045/269/775/GCA_045269775.1_SHOU_CoCili_1.2/GCA_045269775.1_SHOU_CoCili_1.2_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/045/269/775/GCA_045269775.1_SHOU_CoCili_1.2				2	Yes	NA	NA	NA	NA	NA	NA
GCA_046118475.1	25921221	1212738	Tropidodipsas fasciata (snakes)	Tropidodipsas fasciata	ASM4611847v1	GCA_046118475.1	reference genome		Scaffold	2024/12/16 00:00	haploid	2866	3091	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/118/475/GCA_046118475.1_ASM4611847v1/GCA_046118475.1_ASM4611847v1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/118/475/GCA_046118475.1_ASM4611847v1		1705552386	41	1	No	43.74	27	26.6	0.4	25.7	47.3
GCA_046118495.1	25921241	343430	Hemidactylus macropholis (lizards & snakes)	Hemidactylus macropholis	ASM4611849v1	GCA_046118495.1	reference genome		Scaffold	2024/12/16 00:00	haploid	6287	7638	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/118/495/GCA_046118495.1_ASM4611849v1/GCA_046118495.1_ASM4611849v1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/118/495/GCA_046118495.1_ASM4611849v1		1978972337	44	1	No	33.28	43.5	42.8	0.7	25.6	30.8
GCA_046118535.1	25921261	183608	Nerodia floridana (snakes)	Nerodia floridana	ASM4611853v1	GCA_046118535.1	reference genome		Scaffold	2024/12/16 00:00	haploid	4194	4701	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/118/535/GCA_046118535.1_ASM4611853v1/GCA_046118535.1_ASM4611853v1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/118/535/GCA_046118535.1_ASM4611853v1		1765969052	41	1	No	31.86	36	35.6	0.4	25.3	38.8
GCA_046118575.1	25921271	94885	Pantherophis guttatus (snakes)	Pantherophis guttatus	ASM4611857v1	GCA_046118575.1	na		Scaffold	2024/12/16 00:00	haploid	3607		not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/118/575/GCA_046118575.1_ASM4611857v1/GCA_046118575.1_ASM4611857v1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/118/575/GCA_046118575.1_ASM4611857v1				4	No	NA	NA	NA	NA	NA	NA
GCA_046118595.1	25921281	201446	Pseudelaphe flavirufa (snakes)	Pseudelaphe flavirufa	ASM4611859v1	GCA_046118595.1	reference genome		Scaffold	2024/12/16 00:00	haploid	3841	4302	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/118/595/GCA_046118595.1_ASM4611859v1/GCA_046118595.1_ASM4611859v1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/118/595/GCA_046118595.1_ASM4611859v1		1841508851	40.5	1	No	33.91	38.4	37.9	0.5	25.9	35.7
GCA_046118615.1	25921291	155309	Marisora unimarginata (Central American mabuya)	Marisora unimarginata	ASM4611861v1	GCA_046118615.1	reference genome		Scaffold	2024/12/16 00:00	haploid	3170	4094	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/118/615/GCA_046118615.1_ASM4611861v1/GCA_046118615.1_ASM4611861v1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/118/615/GCA_046118615.1_ASM4611861v1		2061348979	44.5	1	No	27.27	42.4	41.9	0.5	28.5	29
GCA_046126795.1	25959351	3379902	Dibamus cf. smithi (lizards & snakes)	Dibamus cf. smithi	rDibSmi1.hap1	GCA_046126795.1	na		Chromosome	2024/12/18 00:00	haploid (haplotype 1)	18158878	146217707	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/126/795/GCA_046126795.1_rDibSmi1.hap1/GCA_046126795.1_rDibSmi1.hap1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/126/795/GCA_046126795.1_rDibSmi1.hap1		2282721590	46	1	Yes	43.59	95.1	89.89999999999999	5.2	0.9	3.9
GCA_046126825.1	25955391	3379902	Dibamus cf. smithi (lizards & snakes)	Dibamus cf. smithi	rDibSmi1.hap2	GCA_046126825.1	na		Chromosome	2024/12/18 00:00	haploid (haplotype 2)	26439680		not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/126/825/GCA_046126825.1_rDibSmi1.hap2/GCA_046126825.1_rDibSmi1.hap2_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/126/825/GCA_046126825.1_rDibSmi1.hap2				1	Yes	NA	NA	NA	NA	NA	NA
GCA_046244955.1	25984111	2202404	Imantodes tenuissimus (Yucatan blunthead snake)	Imantodes tenuissimus	ASM4624495v1	GCA_046244955.1	reference genome		Scaffold	2024/12/21 00:00	haploid	3658	4010	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/244/955/GCA_046244955.1_ASM4624495v1/GCA_046244955.1_ASM4624495v1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/244/955/GCA_046244955.1_ASM4624495v1		1680662002	41	1	No	40.65	31.6	31.3	0.3	26.4	41.9
GCA_046269605.1	25996021	2202409	Latastia doriai (Doria's long-tailed lizard)	Latastia doriai	ASM4626960v1	GCA_046269605.1	reference genome		Scaffold	2024/12/24 00:00	haploid	12848	25885	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/269/605/GCA_046269605.1_ASM4626960v1/GCA_046269605.1_ASM4626960v1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/269/605/GCA_046269605.1_ASM4626960v1		1405143167	42.5	1	No	29.62	55.4	54.8	0.6	22.7	21.9
GCA_046269645.1	25996031	2202122	Atractaspis fallax (snakes)	Atractaspis fallax	ASM4626964v1	GCA_046269645.1	reference genome		Scaffold	2024/12/24 00:00	haploid	4810	5351	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/269/645/GCA_046269645.1_ASM4626964v1/GCA_046269645.1_ASM4626964v1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/269/645/GCA_046269645.1_ASM4626964v1		1480888178	40.5	1	No	34.72	30.4	30.099999999999998	0.3	27.2	42.4
GCA_046269685.1	25996041	2201893	Acanthocercus guentherpetersi (lizards & snakes)	Acanthocercus guentherpetersi	ASM4626968v1	GCA_046269685.1	reference genome		Scaffold	2024/12/24 00:00	haploid	10616	15720	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/269/685/GCA_046269685.1_ASM4626968v1/GCA_046269685.1_ASM4626968v1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/269/685/GCA_046269685.1_ASM4626968v1		1635261204	42.5	1	No	29.87	55.8	55	0.8	23.3	20.9
GCA_046269705.1	25996051	1212713	Ninia diademata (snakes)	Ninia diademata	ASM4626970v1	GCA_046269705.1	reference genome		Scaffold	2024/12/24 00:00	haploid	3319	3636	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/269/705/GCA_046269705.1_ASM4626970v1/GCA_046269705.1_ASM4626970v1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/269/705/GCA_046269705.1_ASM4626970v1		1399062315	40.5	1	No	38.25	23.6	23.3	0.3	24.8	51.6
GCA_046269725.1	25996081	1642039	Cordylus rivae (Ethiopian girdled lizard)	Cordylus rivae	ASM4626972v1	GCA_046269725.1	reference genome		Scaffold	2024/12/24 00:00	haploid	6430	8350	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/269/725/GCA_046269725.1_ASM4626972v1/GCA_046269725.1_ASM4626972v1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/269/725/GCA_046269725.1_ASM4626972v1		2047432416	44.5	1	No	33.42	39.5	39	0.5	27.6	32.9
GCA_046269745.1	25996061	2202287	Dasypeltis abyssina (snakes)	Dasypeltis abyssina	ASM4626974v1	GCA_046269745.1	reference genome		Scaffold	2024/12/24 00:00	haploid	6394	7258	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/269/745/GCA_046269745.1_ASM4626974v1/GCA_046269745.1_ASM4626974v1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/269/745/GCA_046269745.1_ASM4626974v1		1354614273	40	1	No	35.08	36	35.7	0.3	26	38
GCA_046269805.1	25995241	8682	Hydrophis schistosus (beaked sea snake)	Hydrophis schistosus	ASM4626980v1	GCA_046269805.1	reference genome		Scaffold	2024/12/24 00:00	haploid	6762	8112	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/269/805/GCA_046269805.1_ASM4626980v1/GCA_046269805.1_ASM4626980v1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/269/805/GCA_046269805.1_ASM4626980v1		1361440344	39	1	No	32.89	43.6	43.2	0.4	25.6	30.8
GCA_046269825.1	25995251	44720	Hypnale hypnale (snakes)	Hypnale hypnale	ASM4626982v1	GCA_046269825.1	reference genome		Scaffold	2024/12/24 00:00	haploid	7582	8929	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/269/825/GCA_046269825.1_ASM4626982v1/GCA_046269825.1_ASM4626982v1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/269/825/GCA_046269825.1_ASM4626982v1		1339194119	39.5	1	No	31.67	41.3	40.9	0.4	26.5	32.3
GCA_046269845.1	25995351	141898	Anolis lemurinus (lizards & snakes)	Anolis lemurinus	ASM4626984v1	GCA_046269845.1	reference genome		Scaffold	2024/12/24 00:00	haploid	4307	248603908	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/269/845/GCA_046269845.1_ASM4626984v1/GCA_046269845.1_ASM4626984v1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/269/845/GCA_046269845.1_ASM4626984v1		2030659747	41.5	1	No	30.42	79.8	78.7	1.1	7.9	12.3
GCA_046269865.1	25995271	8637	Micrurus fulvius (eastern coral snake)	Micrurus fulvius	ASM4626986v1	GCA_046269865.1	reference genome		Scaffold	2024/12/24 00:00	haploid	7426	8360	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/269/865/GCA_046269865.1_ASM4626986v1/GCA_046269865.1_ASM4626986v1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/269/865/GCA_046269865.1_ASM4626986v1		1562482576	40	1	No	37.13	45.4	45	0.4	25.1	29.5
GCA_046269885.1	25995281	8707	Daboia russelii (Russell's viper)	Daboia russelii	ASM4626988v1	GCA_046269885.1	reference genome		Scaffold	2024/12/24 00:00	haploid	5873	6703	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/269/885/GCA_046269885.1_ASM4626988v1/GCA_046269885.1_ASM4626988v1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/269/885/GCA_046269885.1_ASM4626988v1		1319863035	39.5	1	No	31.22	36.4	36.1	0.3	26.2	37.4
GCA_046269905.1	25995291	2137779	Aparallactus lunulatus (snakes)	Aparallactus lunulatus	ASM4626990v1	GCA_046269905.1	reference genome		Scaffold	2024/12/24 00:00	haploid	4181	4583	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/269/905/GCA_046269905.1_ASM4626990v1/GCA_046269905.1_ASM4626990v1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/269/905/GCA_046269905.1_ASM4626990v1		1420808310	40.5	1	No	37.16	26.5	26.2	0.3	25.6	47.9
GCA_046269945.1	25995331	35017	Thamnophis saurita (Eastern ribbonsnake)	Thamnophis saurita	ASM4626994v1	GCA_046269945.1	reference genome		Scaffold	2024/12/24 00:00	haploid	5116	5720	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/269/945/GCA_046269945.1_ASM4626994v1/GCA_046269945.1_ASM4626994v1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/269/945/GCA_046269945.1_ASM4626994v1		1565020913	41	1	No	33.03	36	35.6	0.4	25	39
GCA_046269965.1	25995301	3148990	Bofa erlangeri (snakes)	Bofa erlangeri	ASM4626996v1	GCA_046269965.1	reference genome		Scaffold	2024/12/24 00:00	haploid	5891	6780	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/269/965/GCA_046269965.1_ASM4626996v1/GCA_046269965.1_ASM4626996v1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/269/965/GCA_046269965.1_ASM4626996v1		1371312475	40.5	1	No	33.26	36.3	36	0.3	26.3	37.4
GCA_046269985.1	25995321	699588	Ninia sebae (snakes)	Ninia sebae	ASM4626998v1	GCA_046269985.1	reference genome		Scaffold	2024/12/24 00:00	haploid	3535	3873	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/269/985/GCA_046269985.1_ASM4626998v1/GCA_046269985.1_ASM4626998v1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/269/985/GCA_046269985.1_ASM4626998v1		1427840168	40.5	1	No	38.63	25.7	25.3	0.4	24.5	49.8
GCA_046270025.1	25996091	186574	Amphiesma stolatum (buff striped keelback)	Amphiesma stolatum	ASM4627002v1	GCA_046270025.1	reference genome		Scaffold	2024/12/24 00:00	haploid	5005	5654	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/270/025/GCA_046270025.1_ASM4627002v1/GCA_046270025.1_ASM4627002v1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/270/025/GCA_046270025.1_ASM4627002v1		1495603661	41	1	No	37.98	36.6	36.2	0.4	26.6	36.8
GCA_046270045.1	25996121	211979	Basiliscus vittatus (brown basilisk)	Basiliscus vittatus	ASM4627004v1	GCA_046270045.1	reference genome		Scaffold	2024/12/24 00:00	haploid	12844	165964567	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/270/045/GCA_046270045.1_ASM4627004v1/GCA_046270045.1_ASM4627004v1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/270/045/GCA_046270045.1_ASM4627004v1		2169435905	42.5	1	No	28.96	82.9	81.9	1	8.9	8.1
GCA_046270065.1	25996111	102192	Ophisaurus attenuatus (lizards & snakes)	Ophisaurus attenuatus	ASM4627006v1	GCA_046270065.1	reference genome		Scaffold	2024/12/24 00:00	haploid	5159	8181	not_annotated	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/270/065/GCA_046270065.1_ASM4627006v1/GCA_046270065.1_ASM4627006v1_assembly_stats.txt		ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/270/065/GCA_046270065.1_ASM4627006v1		1756140044	43.5	1	No	28.76	46	45.4	0.6	25.7	28.3
